L,Station code,International code,Station name,Old station code,Launching date,Closing date,Station type,Region type,Station model,Voivodeship,City,Address,WGS84 φ N,WGS84 λ E,county
391,LdZdWolaWSSEMSzadkow,,ZduńskaWola-Szadkowska4,LdZdWolaWSSEMSzadkow,1/1/2003,1/1/2006,background,urban,in-house,ŁÓDZKIE,Zduńska Wola,ul. Szadkowska 4,51.606667,18.939722,powiat zduńskowolski
392,LdZgieMielcz,PL0115A,"Zgierz, ul. Mielczarskiego",,9/1/2003,,background,urban,container,ŁÓDZKIE,Zgierz,ul. Mielczarskiego 1,51.856692,19.421231,powiat zgierski
393,LdZgierzWSSEMDabrows,,Zgierz-Dąbrowskiego 12,LdZgierzWSSEMDabrows,1/1/1976,5/31/2000,background,urban,in-house,ŁÓDZKIE,Zgierz,ul. Dąbrowskiego 12,51.856944,19.411944,powiat zgierski
394,LdZgierzWSSEMStRynek,PL0116A,Zgierz-Pl Jana Pawła II,LdZgierzWSSEMStRynek,1/1/2000,1/1/2010,background,urban,in-house,ŁÓDZKIE,Zgierz,pl. Jana Pawła II,51.856389,19.404444,powiat zgierski
395,LdZloczeWSSEMWieluns,,Złoczew-Wieluńksa(szkoła),LdZloczeWSSEMWieluns,1/1/2003,12/31/2003,background,urban,in-house,ŁÓDZKIE,Złoczew,ul. Wieluńska,51.406944,18.610833,powiat sieradzki
396,LuDrezdeWSSE,PL0376A,WSSE - Drezdenko,LuDrezdeWSSE,5/1/2002,12/31/2009,background,urban,in-house,LUBUSKIE,Drezdenko,ul. Chrobrego 11,52.839167,15.835578,powiat strzelecko-drezdenecki
397,LuGorzKosGdy,PL0209A,Gorzów Wlkp. ul. Kosynierów Gdyńskich,,1/1/2005,,background,urban,container,LUBUSKIE,Gorzów Wielkopolski,ul. Kosynierów Gdyńskich,52.738214,15.228667,Gorzów Wielkopolski
398,LuGorzowWSSE_1,PL0272A,WSSE - Gorzów ul. Borowskiego,LuGorzowWSSE_1,1/1/2003,12/31/2009,background,urban,in-house,LUBUSKIE,Gorzów Wielkopolski,ul. Borowskiego 28,52.737222,15.232222,Gorzów Wielkopolski
399,LuGorzowWSSE_5,PL0377A,WSSE - Gorzów ul. Mickiewicza,LuGorzowWSSE_5,2/1/1988,12/31/2009,background,urban,in-house,LUBUSKIE,Gorzów Wielkopolski,ul. Mickiewicza,52.739722,15.23,Gorzów Wielkopolski
400,LuGorzowWSSE_6,PL0378A,WSSE - Gorzów ul. Wróblewskiego,LuGorzowWSSE_6,4/1/2003,12/31/2009,background,urban,in-house,LUBUSKIE,Gorzów Wielkopolski,ul. Wróblewskiego,52.754722,15.241944,Gorzów Wielkopolski
401,LuGorzPilsud,PL0492A,Gorzów Wlkp. ul. Piłsudskiego,,1/8/2010,,background,urban,dust collector,LUBUSKIE,Gorzów Wielkopolski,ul. Piłsudskiego,52.747044,15.246294,Gorzów Wielkopolski
402,LuGubinAnderMOB,PL0782A,"Gubin, ul. Gen. W. Andersa",,1/4/2021,12/31/2021,background,urban,mobile,LUBUSKIE,Gubin,Generała Władysława Andersa,51.947935,14.724985,powiat krośnieński
403,LuMiedzyWSSE,PL0379A,WSSE - Międzyrzecz,LuMiedzyWSSE,1/1/1992,12/31/2009,background,urban,in-house,LUBUSKIE,Międzyrzecz,ul. Centrum 16,52.442778,15.581389,powiat międzyrzecki
404,LuNowaSolKos,PL0783A,Nowa Sól,,1/1/2021,,background,urban,container,LUBUSKIE,Nowa Sól,T. Kościuszki,51.809103,15.708042,powiat nowosolski
405,LuNowaSolMOB,PL0752A,"Nowa Sól, ul. T. Kościuszki",LuNowaSolMOB,12/5/2018,12/31/2019,background,urban,mobile,LUBUSKIE,Nowa Sól,T. Kościuszki 26,51.808662,15.708193,powiat nowosolski
406,LuNowasoWSSE,PL0380A,WSSE - Nowa Sól,LuNowasoWSSE,1/3/1990,12/31/2008,background,urban,in-house,LUBUSKIE,Nowa Sól,ul. Wojska Polskiego 11,51.8025,15.715014,powiat nowosolski
407,LuSlubWIOS_AUT,PL0210A,Słubice ul. Woj Pol,LuSlubWIOS_AUT,1/1/2005,12/31/2010,background,urban,container,LUBUSKIE,Słubice,ul. Wojska Polskiego,52.355833,14.564167,powiat słubicki
408,LuSlubWSSE,PL0381A,WSSE - Słubice,LuSlubWSSE,2/1/1988,12/31/2009,background,urban,in-house,LUBUSKIE,Słubice,ul. Mickiewicza 4,52.350278,14.557222,powiat słubicki
409,LuSmolBytnic,PL0211A,Smolary Bytnickie,,1/1/2005,,background,nonurban,container,LUBUSKIE,Smolary Bytnickie,Smolary Bytnickie 45A,52.172222,15.206667,powiat krośnieński
410,LuSulecDudka,PL0575A,Sulęcin ul. Dudka,,1/26/2011,,background,urban,container,LUBUSKIE,Sulęcin,ul. Dudka,52.437722,15.122444,powiat sulęciński
411,LuSuleciWSSE,PL0382A,WSSE - Sulęcin,LuSuleciWSSE,1/2/1992,12/31/2009,background,urban,in-house,LUBUSKIE,Sulęcin,ul. Magazynowa,52.449722,15.116944,powiat sulęciński
412,LuSwiebodMOB,PL0766A,"Świebodzin,ul. Gen.W.Sikorskiego",LuSwiebodMOB,1/9/2020,12/31/2020,background,urban,mobile,LUBUSKIE,Świebodzin,Gen.W.Sikorskiego 25,52.245444,15.527571,powiat świebodziński
413,LuSwieboWIOS_MOB,PL0383A,"Świebodzin, ul. Łąki Zamkowe",LuSwieboWIOS_MOB,1/7/2008,1/14/2009,background,urban,mobile,LUBUSKIE,Świebodzin,ul. Łąki Zamkowe,52.247778,15.534722,powiat świebodziński
414,LuSwieboWSSE,PL0384A,WSSE - Świebodzin,LuSwieboWSSE,5/25/1990,12/31/2009,background,urban,in-house,LUBUSKIE,Świebodzin,ul. 1 Maja 10,52.251111,15.531667,powiat świebodziński
415,LuWsKaziWiel,PL0212A,Wschowa ul. Kazimierza Wielkiego,,1/1/2005,,background,urban,container,LUBUSKIE,Wschowa,ul. Kazimierza Wielkiego,51.799722,16.3175,powiat wschowski
416,LuZaganWSSE,PL0385A,WSSE - Żagań,LuZaganWSSE,1/14/1991,12/31/2009,background,urban,in-house,LUBUSKIE,Żagań,ul. Szprotawska 25A,51.6125,15.328889,powiat żagański
417,LuZarySzyman,PL0591A,"Żary, ul. Szymanowskiego 8",,9/1/2012,,background,urban,container,LUBUSKIE,Żary,ul. Szymanowskiego 8,51.642656,15.127808,powiat żarski
418,LuZaryWIOS_MAN,PL0513A,Żary ul. Podchorążych,LuZaryWIOS_MAN,1/1/2010,12/31/2010,background,urban,in-house,LUBUSKIE,Żary,ul. Podchorążych,51.6399,15.136131,powiat żarski
419,LuZaryWIOS_MOB,PL0514A,Żary ul. Chopina,LuZaryWIOS_MOB,1/26/2010,12/31/2010,background,urban,mobile,LUBUSKIE,Żary,ul. Chopina,51.6415,15.1275,powiat żarski
420,LuZaryWSSE,PL0386A,WSSE - Żary,LuZaryWSSE,6/1/1998,12/31/2009,background,urban,in-house,LUBUSKIE,Żary,ul. Podchorążych 23a,51.64,15.135556,powiat żarski
421,LuZaryWSSE_2,PL0387A,WSSE - Żary ul. 1Maja,LuZaryWSSE_2,1/1/2006,12/31/2009,background,urban,NO DATA,LUBUSKIE,Żary,ul. 1 Maja,51.634444,15.141111,powiat żarski
422,LuZgoraWSSE_1,PL0388A,WSSE - Zielona Góra ul. Jasna,LuZgoraWSSE_1,3/12/1989,12/31/2009,background,urban,in-house,LUBUSKIE,Zielona Góra,ul. Jasna 10,51.93,15.503056,Zielona Góra
423,LuZielKrotka,PL0213A,Zielona Góra ul. Krótka,,1/1/2005,,background,urban,container,LUBUSKIE,Zielona Góra,ul. Krótka,51.939783,15.518861,Zielona Góra
424,MpAndrycWSSEKrak1801,,Andrychów Krakowska,MpAndrycWSSEKrak1801,1/1/2001,12/31/2009,background,urban,in-house,MAŁOPOLSKIE,Andrychów,ul. Krakowska 86,49.853333,19.340556,powiat wadowicki
425,MpBochKonfed,PL0549A,"Bochnia, ul. Konfederatów Barskich",,1/1/2011,,background,urban,dust collector,MAŁOPOLSKIE,Bochnia,ul. Konfederatów Barskich,49.969017,20.439511,powiat bocheński
426,MpBochniWSSEKazi0104,PL0302A,Bochnia Kazimierza Wielkiego 67,MpBochniWSSEKazi0104,1/1/2003,12/31/2008,background,urban,in-house,MAŁOPOLSKIE,Bochnia,ul. Kazimierza Wielkiego 67,49.959167,20.420556,powiat bocheński
427,MpBochniWSSEKons0105,PL0389A,Bochnia Kostytucji 3 Maja Nr 5,MpBochniWSSEKons0105,1/1/2004,12/31/2010,background,urban,NO DATA,MAŁOPOLSKIE,Bochnia,ul. Kostytucji 3 Maja Nr 5,49.972778,20.428056,powiat bocheński
428,MpBochniWSSESoln0102,,Bochnia Solna,MpBochniWSSESoln0102,1/1/2003,12/31/2003,background,urban,NO DATA,MAŁOPOLSKIE,Bochnia,ul. Solna,49.97,20.432222,powiat bocheński
429,MpBrzeskWIOSWiej0202,PL0626A,"Brzesko, ul. Wiejska",MpBrzeskWIOSWiej0202,1/1/2014,12/31/2014,background,urban,mobile,MAŁOPOLSKIE,Brzesko,ul. Wiejska,49.975953,20.603222,powiat brzeski
430,MpBrzeskWSSEGlow0201,PL0390A,Brzesko Głowackiego,MpBrzeskWSSEGlow0201,1/1/2001,12/31/2008,background,urban,in-house,MAŁOPOLSKIE,Brzesko,ul. Głowackiego 51,49.9675,20.607783,powiat brzeski
431,MpBrzeszKosc,PL0668A,"Brzeszcze, ul. Kościelna",MpBrzeszKosc,1/1/2017,1/17/2018,background,urban,container,MAŁOPOLSKIE,Brzeszcze,Kościelna,49.966667,19.146061,powiat oświęcimski
432,MpBukowKolejMOB,PL0612A,"Bukowno, ul. Kolejowa",MpBukownWIOSKole1206,1/1/2015,12/31/2015,background,urban,mobile,MAŁOPOLSKIE,Bukowno,ul. Kolejowa,50.266239,19.462286,powiat olkuski
433,MpChrzanWSSEGrzy0301,PL0303A,Chrzanów Grzybowskiego,MpChrzanWSSEGrzy0301,1/1/2001,12/31/2009,background,urban,in-house,MAŁOPOLSKIE,Chrzanów,ul. Grzybowskiego 7,50.136944,19.397222,powiat chrzanowski
434,MpChrzaPlTysMOB,PL0637A,"Chrzanów, Pl. Tysiąclecia",MpChrzaPlTysMOB,1/1/2016,12/31/2016,background,urban,mobile,MAŁOPOLSKIE,Chrzanów,Pl. Tysiąclecia,50.144028,19.406556,powiat chrzanowski
435,MpDabrowWIOSZare0401,PL0627A,"Dabrowa Tarnowska, ul. Zaręby",MpDabrowWIOSZare0401,1/1/2014,12/31/2014,background,urban,mobile,MAŁOPOLSKIE,Dąbrowa Tarnowska,ul. Zaręby,50.177519,20.984028,powiat dąbrowski
436,MpDobczSzkolMOB,PL0638A,"Dobczyce, ul. Szkolna",MpDobczSzkolMOB,1/1/2016,12/31/2016,background,urban,mobile,MAŁOPOLSKIE,Dobczyce,ul. Szkolna,49.881108,20.100819,powiat myślenicki
437,MpDobrowWSSEPils0401,,Dąbrowa Tarnowska Piłsudskiego,MpDobrowWSSEPils0401,1/1/2001,12/31/2004,background,urban,in-house,MAŁOPOLSKIE,Dąbrowa Tarnowska,ul. Piłsudskiego 14,50.170833,20.983611,powiat dąbrowski
438,MpGorlicWSSELegi0501,PL0391A,Gorlice Legionów,MpGorlicWSSELegi0501,1/1/2001,12/31/2010,background,urban,in-house,MAŁOPOLSKIE,Gorlice,ul. Legionów 12,49.655,21.156111,powiat gorlicki
439,MpGorlKrasin,PL0478A,"Gorlice, ul. Krasińskiego",,1/1/2009,,background,urban,dust collector,MAŁOPOLSKIE,Gorlice,ul. Krasińskiego,49.658889,21.163336,powiat gorlicki
440,MpKalZebRyneMOB,PL0639A,"Kalwaria Zebrzydowska, Rynek",MpKalZebRyneMOB,1/1/2016,12/31/2016,background,urban,mobile,MAŁOPOLSKIE,Kalwaria Zebrzydowska,Rynek,49.867344,19.676722,powiat wadowicki
441,MpKaszowLisz,PL0640A,Kaszów,,1/1/2016,,background,suburban,container,MAŁOPOLSKIE,Kaszów,Bory,50.025028,19.726833,powiat krakowski
442,MpKetyWyspiaMOB,PL0613A,"Kęty, ul. Wyspiańskiego",MpKetyWIOSWysp1304,1/1/2015,12/31/2015,background,urban,mobile,MAŁOPOLSKIE,Kęty,ul. Wyspiańskiego,49.876936,19.2156,powiat oświęcimski
443,MpKrakAlKras,PL0012A,"Kraków, Aleja Krasińskiego",,1/1/2003,,communication,urban,container,MAŁOPOLSKIE,Kraków,al. Krasińskiego,50.057678,19.926189,Kraków
444,MpKrakBujaka,PL0501A,"Kraków, ul. Bujaka",,1/1/2010,,background,urban,container,MAŁOPOLSKIE,Kraków,ul. Bujaka,50.010575,19.949189,Kraków
445,MpKrakBulwar,PL0039A,"Kraków, ul. Bulwarowa",,1/1/2003,,industrial,urban,container,MAŁOPOLSKIE,Kraków,ul. Bulwarowa,50.069308,20.053492,Kraków
446,MpKrakDietla,PL0641A,"Kraków, ul. Dietla",,1/1/2016,,communication,urban,container,MAŁOPOLSKIE,Kraków,ul. Dietla,50.057447,19.946008,Kraków
447,MpKrakOsPias,PL0642A,"Kraków, os. Piastów",,1/1/2016,,background,urban,dust collector,MAŁOPOLSKIE,Kraków,os. Piastów,50.098508,20.018269,Kraków
448,MpKrakowWIOSPrad6115,PL0038A,"Krowodrza-Kraków, szpital Jana Pawła II",MpKrakowWIOSPrad6115,1/1/2003,2/28/2010,background,urban,container,MAŁOPOLSKIE,Kraków,ul. Prądnicka,50.0875,19.926111,Kraków
449,MpKrakowWSSEKapi6108,PL0392A,Kraków Swoszowice Kąpielowa,MpKrakowWSSEKapi6108,1/1/2003,12/31/2009,background,urban,in-house,MAŁOPOLSKIE,Kraków,ul. Swoszowice Kąpielowa 70,49.991667,19.935,Kraków
450,MpKrakowWSSEPrad6102,,Krakow Pradnicka 76,MpKrakowWSSEPrad6102,1/1/2003,12/31/2004,background,urban,in-house,MAŁOPOLSKIE,Kraków,ul. Prądnicka 76,50.0875,19.938056,Kraków
451,MpKrakowWSSERPod6113,,Kraków Rynek Podgórski,MpKrakowWSSERPod6113,1/1/2001,12/31/2004,background,urban,in-house,MAŁOPOLSKIE,Kraków,ul. Rynek Podgórski,50.04,19.943333,Kraków
452,MpKrakSwoszo,PL0735A,"Kraków, os. Swoszowice",,1/1/2019,,background,urban,dust collector,MAŁOPOLSKIE,Kraków,Lusińska,49.991442,19.936792,Kraków
453,MpKrakTelime,PL0669A,"Kraków, ul. Telimeny",MpKrakTelime,1/1/2017,6/1/2018,background,urban,dust collector,MAŁOPOLSKIE,Kraków,ul. Telimeny 9,50.019036,20.016822,Kraków
454,MpKrakWadow,PL0670A,"Kraków, os. Wadów",,1/1/2017,,industrial,urban,container,MAŁOPOLSKIE,Kraków,Wadów,50.100569,20.122561,Kraków
455,MpKrakZloRog,PL0643A,"Kraków, ul. Złoty Róg",,1/1/2016,,background,urban,dust collector,MAŁOPOLSKIE,Kraków,Złoty Róg,50.081197,19.895358,Kraków
456,MpKrynicDiet,PL0743A,"Krynica, ul. Bulwary Dietla",MpKrynicDiet,1/1/2019,1/1/2021,background,urban,mobile,MAŁOPOLSKIE,Krynica-Zdrój,Bulwary Dietla,49.416978,20.956147,powiat nowosądecki
457,MpKrynicWIOSNowo1008,PL0479A,Krynica Nowotarskiego,MpKrynicWIOSNowo1008,1/1/2009,12/31/2009,background,urban,mobile,MAŁOPOLSKIE,Krynica-Zdrój,ul. Nowotarskiego,49.417778,20.9575,powiat nowosądecki
458,MpKrynicWIOSPark1009,PL0515A,"Krynica, ul. Park Sportowy",MpKrynicWIOSPark1009,1/1/2010,12/31/2010,background,urban,mobile,MAŁOPOLSKIE,Krynica-Zdrój,ul. Park Sportowy,49.427533,20.9512,powiat nowosądecki
459,MpKrynicWSSENowo1002,,Krynica Nowotarskiego RWM,MpKrynicWSSENowo1002,1/1/2005,12/31/2008,background,urban,in-house,MAŁOPOLSKIE,Krynica,ul. Nowotarskiego RWM,-999,-999,
460,MpKrzeszWIOSKulc0605,,Krzeszowice Plac Kulczyńskiego,MpKrzeszWIOSKulc0605,1/1/2002,12/31/2002,background,urban,NO DATA,MAŁOPOLSKIE,Krzeszowice,pl. Kulczyńskiego 1,-999,-999,powiat krakowski
461,MpLimanoBoleMOB,PL0614A,"Limanowa, ul. Matki Bożej Bolesnej",MpLimanoWIOSMBBo0706,1/1/2015,12/31/2015,background,urban,mobile,MAŁOPOLSKIE,Limanowa,Zygmunta Augusta,49.698525,20.424119,powiat limanowski
462,MpMaPodhWIOSKosc1508,PL0117A,Maków Podhalański,MpMaPodhWIOSKosc1508,12/15/2004,12/31/2010,background,urban,container,MAŁOPOLSKIE,Maków Podhalański,ul. Kościuszki 5,49.730278,19.681389,powiat suski
463,MpMiechoWIOSKono0802,PL0628A,"Miechów, ul. Konopnickiej",MpMiechoWIOSKono0802,1/1/2014,12/31/2014,background,urban,mobile,MAŁOPOLSKIE,Miechów,ul. Konopnickiej,50.360036,20.038672,powiat miechowski
464,MpMiechoWIOSKsSk0801,,Miechów Księdza Skorupki,MpMiechoWIOSKsSk0801,1/1/2002,12/31/2003,background,urban,in-house,MAŁOPOLSKIE,Miechów,ul. Księdza Skorupki 5,50.354722,20.024722,powiat miechowski
465,MpMszanaDoln,PL0784A,Mszana Dolna ul. Orkana,,1/1/2021,12/10/2021,background,urban,mobile,MAŁOPOLSKIE,Mszana Dolna,Orkana,49.672225,20.083092,powiat limanowski
466,MpMuszynKity,PL0685A,"Muszyna, ul. A. Kity 17",MpMuszynKity,1/1/2017,1/17/2018,background,urban,container,MAŁOPOLSKIE,Muszyna,ul. A. Kity,49.354447,20.894361,powiat nowosądecki
467,MpMuszynKityMOB,PL0644A,"Muszyna, ul. Kity",MpMuszynKityMOB,1/1/2016,12/31/2016,background,urban,mobile,MAŁOPOLSKIE,Muszyna,ul. Kity,49.354464,20.894375,powiat nowosądecki
468,MpMuszynWSSERyne1001,PL0393A,Muszyna Rynek 14 Szkoła Podst.,MpMuszynWSSERyne1001,1/1/2001,12/31/2009,background,urban,in-house,MAŁOPOLSKIE,Muszyna,ul. Rynek 14,49.353611,20.891944,powiat nowosądecki
469,MpMuszynZloc,PL0693A,Muszyna Złockie,MpMuszynZloc,1/1/2018,12/31/2018,background,nonurban,mobile,MAŁOPOLSKIE,Złockie,Złockie 79,49.374147,20.879581,powiat nowosądecki
470,MpMyslenWIOSKazi0901,,Myslenice Kazimierza Wielkiego,MpMyslenWIOSKazi0901,1/1/2002,12/31/2002,background,urban,NO DATA,MAŁOPOLSKIE,Myślenice,ul. Kazimierza Wielkiego 199,-999,-999,powiat my?lenicki
471,MpMyslenWIOSKosc0902,,Myślenice Kościuszki,MpMyslenWIOSKosc0902,1/1/2002,12/31/2003,background,urban,in-house,MAŁOPOLSKIE,Myślenice,ul. Kościuszki 16,49.826667,19.936389,powiat myślenicki
472,MpMyslenWIOSRyne0905,,Mobilna Myślenice Rynek,MpMyslenWIOSRyne0905,8/9/2004,10/30/2004,background,urban,mobile,MAŁOPOLSKIE,Myślenice,ul. Rynek,49.835,19.938056,powiat myślenicki
473,MpMyslenWIOSRyne0906,PL0118A,Myślenice Rynek,MpMyslenWIOSRyne0906,12/16/2004,12/31/2008,background,urban,container,MAŁOPOLSKIE,Myślenice,ul. Rynek,49.835,19.938056,powiat myślenicki
474,MpMysleRynekMOB,PL0615A,"Myślenice, Rynek",MpMyslenWIOSRyne0907,1/1/2015,12/31/2015,background,urban,mobile,MAŁOPOLSKIE,Myślenice,Rynek,49.834922,19.938114,powiat myślenicki
475,MpNiepo3Maja,PL0125A,"Niepołomice, ul. 3 Maja",,1/1/2003,,background,urban,dust collector,MAŁOPOLSKIE,Niepołomice,ul. 3 Maja,50.035117,20.212689,powiat wielicki
476,MpNiepolWIOSRyne1907,,Niepołomice Rynek mobilna,MpNiepolWIOSRyne1907,1/1/2006,1/31/2007,background,urban,mobile,MAŁOPOLSKIE,Niepołomice,ul. Rynek,-999,-999,powiat wielicki
477,MpNoSaczNadb,PL0550A,"Nowy Sącz, ul. Nadbrzeżna",,9/1/2010,,background,urban,container,MAŁOPOLSKIE,Nowy Sącz,ul. Nadbrzeżna,49.619281,20.714403,Nowy Sącz
478,MpNoSaczWSSENawo17a,,Nowy Sącz Nawojowska 17a,MpNoSaczWSSENawo17a,1/1/2004,12/31/2004,background,urban,in-house,MAŁOPOLSKIE,Nowy Sącz,ul. Nawojowska 17a,49.613889,20.704444,Nowy Sącz
479,MpNoTargPSlo,PL0671A,"Nowy Targ, Plac Słowackiego",,3/21/2016,12/6/2021,background,urban,container,MAŁOPOLSKIE,Nowy Targ,Plac Słowackiego,49.483597,20.028992,powiat nowotarski
480,MpNoTargWSSESzaf1102,PL0304A,Nowy Targ Szaflarska,MpNoTargWSSESzaf1102,1/1/2001,12/31/2009,background,urban,NO DATA,MAŁOPOLSKIE,Nowy Targ,ul. Szaflarska,49.474444,20.025833,powiat nowotarski
481,MpNowyTaWIOSPows1114,PL0629A,"Nowy Targ, ul. Powstańców",MpNowyTaWIOSPows1114,1/1/2014,12/31/2014,background,urban,mobile,MAŁOPOLSKIE,Nowy Targ,ul. Powstańców,49.476097,20.026881,powiat nowotarski
482,MpNSaczWIOSPija6204,PL0119A,"Nowy Sącz, Pijarska",MpNSaczWIOSPija6204,8/20/2003,9/30/2010,background,urban,container,MAŁOPOLSKIE,Nowy Sącz,ul. Pijarska,49.627222,20.688333,Nowy Sącz
483,MpNSaczWSSETarn6202,PL0305A,Nowy Sącz Tarnowska 28,MpNSaczWSSETarn6202,1/1/2004,12/31/2009,background,urban,in-house,MAŁOPOLSKIE,Nowy Sącz,ul. Tarnowska 28,49.635278,20.693056,Nowy Sącz
484,MpOlkuCegiel,PL0754A,"Olkusz, ul. Cegielniana",,1/1/2019,,background,urban,dust collector,MAŁOPOLSKIE,Olkusz,Cegielniana,50.284,19.564044,powiat olkuski
485,MpOlkuFrNull,PL0306A,"Olkusz, ul. Francesco Nullo",MpOlkuszWIOSNull1205,4/1/2003,4/16/2018,background,urban,container,MAŁOPOLSKIE,Olkusz,ul. Francesco Nullo,50.277569,19.569869,powiat olkuski
486,MpOswiecBema,PL0694A,"Oświęcim, ul. J. Bema",,1/1/2018,,background,urban,container,MAŁOPOLSKIE,Oświęcim,J. Bema,50.033083,19.245275,powiat oświęcimski
487,MpOswiecWIOSSnia1302,PL0630A,"Oświęcim, ul. Śniadeckiego",MpOswiecWIOSSnia1302,1/1/2014,12/31/2014,background,urban,mobile,MAŁOPOLSKIE,Oświęcim,ul. Śniadeckiego,50.035447,19.239331,powiat oświęcimski
488,MpOswiecWIOSSnia1304,,Oświęcim mobilna,MpOswiecWIOSSnia1304,1/1/2005,12/31/2008,background,urban,mobile,MAŁOPOLSKIE,Oświęcim,ul. Śniadeckiego,50.034167,19.245278,powiat oświęcimski
489,MpOswiecWSSEWiez1301,PL0307A,Oświęcim Więźniów Oświęcimia,MpOswiecWSSEWiez1301,1/1/2001,12/31/2009,background,urban,in-house,MAŁOPOLSKIE,Oświęcim,ul. Więźniów Oświęcimia 1,50.034167,19.200556,powiat oświęcimski
490,MpPiwnicWSSERyne1004,,Piwniczna Rynek 2,MpPiwnicWSSERyne1004,3/8/2004,12/31/2005,background,urban,in-house,MAŁOPOLSKIE,Piwniczna,ul. Rynek 2,49.4375,20.708611,powiat nowosądecki
491,MpPiwnZdrojoMOB,PL0645A,"Piwniczna-Zdrój, ul. Zdrojowa",MpPiwnZdrojoMOB,1/1/2016,12/31/2016,background,urban,mobile,MAŁOPOLSKIE,Piwniczna,ul. Zdrojowa,49.444056,20.719889,powiat nowosądecki
492,MpProszoWIOS3Maj1402,,Proszowice UmiG,MpProszoWIOS3Maj1402,1/1/2002,12/31/2003,background,urban,in-house,MAŁOPOLSKIE,Proszowice,ul. 3 maja 72,50.188056,20.29,powiat proszowicki
493,MpProszWIOSKrol1404,PL0120A,"Proszowice, ul. Królewska",MpProszWIOSKrol1404,12/16/2004,12/31/2014,background,urban,dust collector,MAŁOPOLSKIE,Proszowice,ul. Królewska 72,50.192181,20.299711,powiat proszowicki
494,MpRabkaOrkan,PL0672A,"Rabka-Zdrój, ul. Orkana",,1/1/2017,,background,urban,dust collector,MAŁOPOLSKIE,Rabka-Zdrój,Orkana,49.608647,19.966008,powiat nowotarski
495,MpRabkaWIOSChop1113,PL0631A,"Rabka-Zdrój, ul. Chopina",MpRabkaWIOSChop1113,1/1/2014,12/31/2014,background,urban,mobile,MAŁOPOLSKIE,Rabka-Zdrój,ul. Chopina,49.608753,19.965894,powiat nowotarski
496,MpRabkaWIOSRudn1112,PL0480A,Rabka ul. Rudnika,MpRabkaWIOSRudn1112,1/1/2009,12/31/2009,background,urban,mobile,MAŁOPOLSKIE,Rabka-Zdrój,ul. prof. Rudnika,49.603611,19.9675,powiat nowotarski
497,MpRabkaWSSEOrka1105,,Rabka Orkana,MpRabkaWSSEOrka1105,1/1/2004,1/31/2007,background,urban,in-house,MAŁOPOLSKIE,Rabka-Zdrój,ul. Orkana 28,-999,-999,powiat nowotarski
498,MpSkawOsOgro,PL0273A,"Skawina, os. Ogrody",,1/1/2003,,background,urban,container,MAŁOPOLSKIE,Skawina,os. Ogrody,49.971047,19.830422,powiat krakowski
499,MpSkawStudzi,PL0757A,"Skawina, ul. Studzińskiego",,1/1/2020,12/16/2021,industrial,urban,container,MAŁOPOLSKIE,Skawina,Studzińskiego,49.983361,19.839572,powiat krakowski
500,MpSlomWolnosMOB,PL0616A,"Słomniki, ul. Wolności",MpSlomniWIOSWoln0611,1/1/2015,12/31/2015,background,urban,mobile,MAŁOPOLSKIE,Słomniki,ul. Wolności,50.243442,20.082194,powiat krakowski
501,MpSuchaBWIOSHand1512,PL0551A,"Sucha Beskidzka, ul. Handlowa",MpSuchaBWIOSHand1512,9/16/2011,12/31/2014,background,urban,container,MAŁOPOLSKIE,Sucha Beskidzka,ul. Handlowa,49.740644,19.588325,powiat suski
502,MpSuchaNiesz,PL0646A,"Sucha Beskidzka, ul. Nieszczyńskiej",,6/10/2017,,background,urban,container,MAŁOPOLSKIE,Sucha Beskidzka,ul. Nieszczyńskiej,49.743131,19.600339,powiat suski
503,MpSuchaWIOSBeni1501,,Sucha Beskidzka Beniowskiego,MpSuchaWIOSBeni1501,1/1/2002,12/31/2002,background,urban,NO DATA,MAŁOPOLSKIE,Sucha Beskidzka,ul. Beniowskiego 2,-999,-999,powiat suski
504,MpSuchaWIOSMick1502,,Sucha Beskidzka Mickiewicza LOK,MpSuchaWIOSMick1502,1/1/2003,12/31/2003,background,urban,in-house,MAŁOPOLSKIE,Sucha Beskidzka,ul. Miskiewicza 9,49.738333,19.592778,powiat suski
505,MpSuchSemika,PL0617A,"Sucha Beskidzka, ul. Semika",MpSuchaBWIOSSemi1513,1/1/2015,12/31/2015,background,urban,container,MAŁOPOLSKIE,Sucha Beskidzka,ul. Semika,49.740711,19.592275,powiat suski
506,MpSzarowSpok,PL0618A,"Szarów, ul. Spokojna",,5/4/2015,,background,suburban,container,MAŁOPOLSKIE,Szarów,ul. Spokojna,50.0075,20.259167,powiat wielicki
507,MpSzarowWIOS1901,,Szarów1901,MpSzarowWIOS1901,1/1/2002,12/31/2002,background,suburban,NO DATA,MAŁOPOLSKIE,Szarów,ul. Szarów 241,-999,-999,
508,MpSzarowWIOS1908,PL0487A,Szarów,MpSzarowWIOS1908,1/1/2009,12/31/2015,background,suburban,in-house,MAŁOPOLSKIE,Szarów,,50.007014,20.258475,powiat wielicki
509,MpSzczawJanaMOB,PL0619A,"Szczawnica, ul. Jana Wiktora",MpSzczawWIOSSzal1116,1/1/2015,12/31/2015,background,urban,mobile,MAŁOPOLSKIE,Szczawnica,ul. Jana Wiktora,49.425886,20.484947,powiat nowotarski
